,songid,week_position,year,performer,song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4359,Warm It UpLogic Featuring Young Sinatra,98,2018,Logic Featuring Young Sinatra,Warm It Up,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",3W4JFzOQdo5J2Wgt9DFg24,,Bobby Tarantino II,True,240093.0,61.0,0.835,0.6409999999999999,10.0,-6.37,False,0.14300000000000002,0.257,0.0,0.0937,0.41200000000000003,95.98,4.0
4360,WassupLogic Featuring Big Sean,83,2018,Logic Featuring Big Sean,Wassup,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",5KVciTEfXvpcFHR3RFbtJy,,Bobby Tarantino II,True,219480.0,60.0,0.795,0.568,1.0,-7.05,True,0.05,0.0822,0.0,0.122,0.285,139.997,4.0
4361,Waste It On MeSteve Aoki Featuring BTS,89,2018,Steve Aoki Featuring BTS,Waste It On Me,"['big room', 'dance pop', 'edm', 'electro house', 'tropical house']",66XDf77gBcfQKi4I2vIbTj,https://p.scdn.co/mp3-preview/3f38a78b2bf15874899a6b4700e7c56fa2b8b10a?cid=b8d3901151d34489a160e3cf0ab1fa94,Neon Future III,False,192536.0,73.0,0.669,0.684,7.0,-4.595,True,0.0585,0.252,0.0,0.72,0.466,96.09700000000001,4.0
4362,WastedGucci Mane Featuring Plies Or OJ Da Juiceman,77,2010,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",11hQvcLydGTyXS3Wo6AkmW,https://p.scdn.co/mp3-preview/6b0243bae9dd428f92aa0646f6ba29ba23d8f578?cid=b8d3901151d34489a160e3cf0ab1fa94,The State vs. Radric Davis (Deluxe),True,249840.0,53.0,0.7020000000000001,0.727,5.0,-3.443,True,0.155,0.0827,0.0,0.0831,0.5489999999999999,155.093,4.0
4363,WastedJuice WRLD Featuring Lil Uzi Vert,67,2018,Juice WRLD Featuring Lil Uzi Vert,Wasted,"['chicago rap', 'melodic rap']",1a7WZZZH7LzyvorhpOJFTe,,Goodbye & Good Riddance,True,258475.0,82.0,0.742,0.579,0.0,-5.024,True,0.20199999999999999,0.0381,0.0,0.0952,0.502,144.994,4.0
4364,WastedTiesto Featuring Matthew Koma,49,2014,Tiesto Featuring Matthew Koma,Wasted,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'house', 'trance', 'tropical house']",7m3povhdMDLZwuEKak0l0n,,A Town Called Paradise (Deluxe),False,190013.0,63.0,0.638,0.816,2.0,-5.502999999999999,True,0.0308,0.00149,0.00115,0.195,0.386,112.014,4.0
4365,Wasted LoveMatt McAndrew,14,2015,Matt McAndrew,Wasted Love,['deep talent show'],0tnGS4zZ9dvcHPLHidb9xr,https://p.scdn.co/mp3-preview/6a033974550171376a29ea8a630d6dbbe61e6d78?cid=b8d3901151d34489a160e3cf0ab1fa94,Rush in Slowly,False,213608.0,39.0,0.615,0.235,0.0,-11.21,True,0.031,0.866,0.0,0.16399999999999998,0.303,97.824,3.0
4366,Wasted TimeKeith Urban,51,2016,Keith Urban,Wasted Time,"['australian country', 'contemporary country', 'country', 'country road']",13wYXGimJ5fANFu0y2pqG1,,Ripcord,False,233826.0,57.0,0.626,0.831,7.0,-5.69,True,0.0481,0.0628,0.0,0.0799,0.304,100.009,4.0
4367,Wasted TimesThe Weeknd,27,2018,The Weeknd,Wasted Times,"['canadian contemporary r&b', 'canadian pop', 'pop']",7DKS0rX27cCEPsK0R6tFWS,,M Dear Melanchol,True,220293.0,75.0,0.56,0.6779999999999999,10.0,-6.167000000000001,False,0.0581,0.61,1.42e-05,0.111,0.29,122.585,4.0
4368,Wasting All These TearsCassadee Pope,37,2013,Cassadee Pope,Wasting All These Tears,"['contemporary country', 'country pop', 'pop emo', 'post-teen pop', 'viral pop']",25zXRQGuwYZdIp88fVZOPC,,Frame By Frame,False,215640.0,58.0,0.46299999999999997,0.789,5.0,-3.915,False,0.0378,0.0954,8.84e-06,0.152,0.301,155.865,4.0
4369,"Wat U Mean (Aye, Aye, Aye)Dae Dae",66,2016,Dae Dae,"Wat U Mean (Aye, Aye, Aye)","['atl hip hop', 'trap']",46IdjlVO3EmaMqooXZ1Hcu,https://p.scdn.co/mp3-preview/ca8389e55b41fa791786683cc8cadbe7b4c6a5c7?cid=b8d3901151d34489a160e3cf0ab1fa94,Wat U Man (Ay,True,181739.0,55.0,0.9229999999999999,0.599,6.0,-4.888,True,0.23800000000000002,0.07,1.23e-06,0.0951,0.667,138.024,4.0
4370,WatchTravis Scott Featuring Lil Uzi Vert & Kanye West,16,2018,Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,['rap'],3DoBTwfr8yi2LN08SBpFkN,https://p.scdn.co/mp3-preview/e2591330de6122c98a82ea2f2c7865f5231e8535?cid=b8d3901151d34489a160e3cf0ab1fa94,Watch (feat. Lil Uzi Vert & Kanye West),True,217405.0,70.0,0.706,0.5589999999999999,4.0,-5.216,False,0.0416,0.0372,0.0,0.379,0.252,78.53399999999999,4.0
4371,Watch MeBella Thorne & Zendaya,86,2011,Bella Thorne & Zendaya,Watch Me,"['post-teen pop', 'social media pop']",5qgAvjSTbjkTfICvUMH9WS,,Watch Me (featuring Bella Thorne and Zendaya),False,175346.0,41.0,0.71,0.716,0.0,-4.479,True,0.0701,0.0036299999999999995,0.0408,0.10300000000000001,0.6,125.0,4.0
4372,Watch MeSilento,3,2015,Silento,Watch Me,['pinoy hip hop'],5RIVoVdkDLEygELLCniZFr,,Watch Me (Whip / Nae Nae),False,185142.0,69.0,0.821,0.759,8.0,-8.541,True,0.121,0.247,0.0,0.321,0.9620000000000001,140.01,4.0
4373,Watch Out2 Chainz,64,2016,2 Chainz,Watch Out,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",22DKsoYFV5npPXmnPpXL7i,,Watch Out,True,207813.0,63.0,0.9009999999999999,0.509,8.0,-6.777,False,0.49200000000000005,0.8420000000000001,0.0,0.0531,0.544,129.924,4.0
4374,WaterBrad Paisley,42,2010,Brad Paisley,Water,"['contemporary country', 'country', 'country road']",5z1T8M153gyxX6IKJemYX7,https://p.scdn.co/mp3-preview/0c76ecbc6ada3bf93481d5961ba1dc000780cffd?cid=b8d3901151d34489a160e3cf0ab1fa94,American Saturday Night,False,261920.0,52.0,0.562,0.825,5.0,-5.794,True,0.0269,0.0049299999999999995,0.000629,0.57,0.6940000000000001,97.54,4.0
4375,WaterKanye West Featuring Ant Clemons,51,2019,Kanye West Featuring Ant Clemons,Water,"['chicago rap', 'rap']",454Epa1vrCGFddHXKyC1kb,,JESUS IS KING,False,168419.0,74.0,0.505,0.281,2.0,-12.404000000000002,True,0.1,0.57,0.000254,0.163,0.28300000000000003,82.338,4.0
4376,WaterUgly God,80,2017,Ugly God,Water,"['rap', 'trap', 'underground hip hop', 'vapor trap']",7EoSDrwBPUBeBEORrpvgko,https://p.scdn.co/mp3-preview/4366e5c4ac29794ae12a8e6f87976a1c049e5180?cid=b8d3901151d34489a160e3cf0ab1fa94,The Booty Tape,True,138936.0,62.0,0.816,0.245,0.0,-15.617,False,0.414,0.616,0.000813,0.127,0.187,140.04,4.0
4377,Water Under The BridgeAdele,26,2015,Adele,Water Under The Bridge,"['british soul', 'pop', 'uk pop']",4vb4mFvYsr2h6enhjJsq9Y,https://p.scdn.co/mp3-preview/e8dcd070b5696c2ebe823644c543ed48e68ec6dd?cid=b8d3901151d34489a160e3cf0ab1fa94,25,False,240426.0,68.0,0.596,0.838,5.0,-6.52,False,0.0704,0.0189,1.5399999999999998e-05,0.10800000000000001,0.47200000000000003,94.98200000000001,4.0
4378,Watermelon SugarHarry Styles,54,2019,Harry Styles,Watermelon Sugar,"['dance pop', 'pop', 'post-teen pop']",1e9oZCCiX42nJl0AcqriVo,https://p.scdn.co/mp3-preview/0c51b5f7ed852504844feebfb4f4b7f099452662?cid=b8d3901151d34489a160e3cf0ab1fa94,Watermelon Sugar,False,174000.0,91.0,0.5479999999999999,0.816,0.0,-4.209,True,0.0465,0.122,0.0,0.335,0.557,95.39,4.0
4379,WavesKanye West,71,2016,Kanye West,Waves,"['chicago rap', 'rap']",3nAq2hCr1oWsIU54tS98pL,,The Life Of Pablo,True,181573.0,74.0,0.386,0.5870000000000001,10.0,-4.454,True,0.0519,0.0363,3.71e-06,0.332,0.0565,96.072,4.0
4380,WavesMr. Probz,14,2014,Mr. Probz,Waves,"['dutch hip hop', 'tropical house']",5Sf3GyLEAzJXxZ5mbCPXTu,https://p.scdn.co/mp3-preview/f068fc68844ff2d8bda46788669ba7c5fbd98cad?cid=b8d3901151d34489a160e3cf0ab1fa94,Waves (Robin Schulz Radio Edit),False,208133.0,77.0,0.8290000000000001,0.51,5.0,-9.334,False,0.0369,0.00821,0.0014,0.0829,0.45,119.993,4.0
4381,Wavin' FlagK'Naan,82,2010,K'Naan,Wavin' Flag,['reggae fusion'],02WDuAXXKumemrvsmrVBvH,,Troubadour,False,212866.0,53.0,0.584,0.768,0.0,-4.185,True,0.057999999999999996,0.32899999999999996,0.0,0.0587,0.7290000000000001,152.005,4.0
4382,Way Down We GoKaleo,54,2017,Kaleo,Way Down We Go,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']",0y1QJc3SJVPKJ1OvFmFqe6,https://p.scdn.co/mp3-preview/d98c7057adac754607c1a2ab8c72113c3e7a2338?cid=b8d3901151d34489a160e3cf0ab1fa94,A/B,False,213706.0,77.0,0.489,0.505,10.0,-8.022,False,0.11699999999999999,0.579,0.000333,0.10400000000000001,0.337,163.255,4.0
4383,Way Out HereJosh Thompson,85,2010,Josh Thompson,Way Out Here,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",3E9kjnz0hjlCAaNkpDAJLG,https://p.scdn.co/mp3-preview/17cf968ae9097eb07e64fe4164bd0277ac73f10a?cid=b8d3901151d34489a160e3cf0ab1fa94,Way Out Here,False,245960.0,52.0,0.389,0.72,2.0,-5.465,True,0.0308,0.057,0.0,0.183,0.51,147.94,4.0
4385,We AreJustin Bieber Featuring Nas,88,2015,Justin Bieber Featuring Nas,We Are,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1m6FkAtWVloxIRHKl7pBDP,,Purpose (Deluxe),False,202960.0,57.0,0.563,0.763,10.0,-3.984,False,0.268,0.23800000000000002,0.0,0.141,0.589,79.079,4.0
4386,We Are Never Ever Getting Back TogetherTaylor Swift,1,2012,Taylor Swift,We Are Never Ever Getting Back Together,"['pop', 'post-teen pop']",7AEAGTc8cReDqcbPoY9gwo,,Red,False,191880.0,65.0,0.622,0.682,7.0,-5.891,True,0.113,0.00995,1.11e-05,0.11199999999999999,0.7809999999999999,86.035,4.0
4387,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song]Pitbull Featuring Jennifer Lopez & Claudia Leitte,59,2014,Pitbull Featuring Jennifer Lopez & Claudia Leitte,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",1PCvKFPWnTXAe2oaReVUcr,https://p.scdn.co/mp3-preview/a8eacb79f291327ea7adf41073335e9261a4f569?cid=b8d3901151d34489a160e3cf0ab1fa94,Globalization,False,222520.0,63.0,0.5920000000000001,0.935,6.0,-4.317,False,0.0581,0.008790000000000001,0.0154,0.132,0.5670000000000001,125.01299999999999,4.0
4388,We Are The World 25: For HaitiArtists For Haiti,2,2010,Artists For Haiti,We Are The World 25: For Haiti,[],07rhyW77lp2bGv8EQoZy6k,https://p.scdn.co/mp3-preview/bb3fba4fb6e43bcfc732e254b50cad8a6232b46e?cid=b8d3901151d34489a160e3cf0ab1fa94,We Are the World 25 for Haiti - Single,False,416777.0,54.0,0.348,0.7170000000000001,4.0,-5.6339999999999995,True,0.0882,0.311,0.0,0.0786,0.28,66.21,4.0
4389,We Are TonightBilly Currington,60,2014,Billy Currington,We Are Tonight,"['contemporary country', 'country', 'country road', 'modern country rock']",2EvddT8rcO99bKH0rDHAYG,,We Are Tonight,False,232106.0,55.0,0.56,0.809,11.0,-5.327000000000001,True,0.0358,0.0318,0.0,0.166,0.563,127.914,4.0
4390,We Are YoungGlee Cast,12,2011,Glee Cast,We Are Young,"['glee club', 'hollywood', 'post-teen pop']",1zugfOhn6BebboqGcpUlba,https://p.scdn.co/mp3-preview/b263be788fff548d19c74975dd422d13407214c3?cid=b8d3901151d34489a160e3cf0ab1fa94,Glee: The Musi,False,249773.0,55.0,0.37799999999999995,0.555,7.0,-6.086,True,0.0498,0.0504,0.0,0.19899999999999998,0.524,91.96600000000001,4.0
4391,We Are Youngfun. Featuring Janelle Monae,1,2011,fun. Featuring Janelle Monae,We Are Young,"['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock']",7a86XRg84qjasly9f6bPSD,https://p.scdn.co/mp3-preview/af96d9b11588ea7d7754ccf2a8cefa7ead23a7d6?cid=b8d3901151d34489a160e3cf0ab1fa94,Some Nights (Spotify Exclusive),False,250626.0,73.0,0.37799999999999995,0.638,10.0,-5.5760000000000005,True,0.075,0.02,7.659999999999999e-05,0.0849,0.735,184.08599999999998,4.0
4392,We BackJason Aldean,78,2019,Jason Aldean,We Back,"['contemporary country', 'country', 'country road']",6UL2RC5J2vMau9KOMKQfJg,https://p.scdn.co/mp3-preview/c50c724938b668cf28158e04e23b9d0e611ba8ad?cid=b8d3901151d34489a160e3cf0ab1fa94,9,False,197160.0,71.0,0.433,0.9279999999999999,4.0,-5.117,False,0.0512,0.0135,2.01e-06,0.32,0.552,155.938,4.0
4393,We BallMeek Mill Featuring Young Thug,96,2017,Meek Mill Featuring Young Thug,We Ball,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",4iDtAYDLJWM2TrTERKPvFq,https://p.scdn.co/mp3-preview/0b1e587b155ce9267da06079b2f441a8db1aef3e?cid=b8d3901151d34489a160e3cf0ab1fa94,Wins & Losses (Deluxe Edition),True,227956.0,50.0,0.624,0.728,0.0,-6.39,True,0.465,0.141,0.0,0.106,0.599,152.088,4.0
4394,We Can't StopMiley Cyrus,2,2013,Miley Cyrus,We Can't Stop,"['dance pop', 'pop', 'post-teen pop']",2y4lAQpi5VTNLu2ldeTdUH,https://p.scdn.co/mp3-preview/38ac1429ee3574d6a98d34d50462c2ae4c36cd79?cid=b8d3901151d34489a160e3cf0ab1fa94,Bangerz (Deluxe Version),False,231240.0,79.0,0.613,0.622,1.0,-5.794,False,0.0334,0.00882,0.0,0.37,0.484,80.003,4.0
4395,We Dem BoyzWiz Khalifa,43,2014,Wiz Khalifa,We Dem Boyz,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1ULa3GfdMKs0MfRpm6xVlu,https://p.scdn.co/mp3-preview/5099a52a4ee074b68cae7f37d0f2d1ecd9a7ce0e?cid=b8d3901151d34489a160e3cf0ab1fa94,Blacc Hollywood (Deluxe),True,224933.0,69.0,0.7170000000000001,0.862,8.0,-4.736000000000001,True,0.054000000000000006,0.00689,0.0,0.321,0.52,130.02100000000002,4.0
4396,We Don't Get Down Like Y'allT.I. Featuring B.o.B.,78,2011,T.I. Featuring B.o.B.,We Don't Get Down Like Y'all,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7wfALtuf2PVDiTeWvfJWPh,https://p.scdn.co/mp3-preview/3306667ca65a3ba25b3113445b2aa0a0d11223f0?cid=b8d3901151d34489a160e3cf0ab1fa94,We Run Thi,True,230853.0,13.0,0.517,0.733,1.0,-7.314,True,0.308,0.00981,0.0,0.349,0.513,110.626,5.0
4397,We Don't Talk AnymoreCharlie Puth Featuring Selena Gomez,9,2016,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",37FXw5QGFN7uwwsLy8uAc0,https://p.scdn.co/mp3-preview/9c497e095198c3f26f98c244de8219935a908b81?cid=b8d3901151d34489a160e3cf0ab1fa94,Nine Track Mind,False,217706.0,71.0,0.728,0.563,1.0,-8.052999999999999,False,0.134,0.621,0.0,0.179,0.35200000000000004,100.01700000000001,4.0
4398,We Found LoveGlee Cast,56,2012,Glee Cast,We Found Love,"['glee club', 'hollywood', 'post-teen pop']",64RyCzfCeqFrQf3pONEc60,https://p.scdn.co/mp3-preview/510fff05d011be7571ba027e9bbfcc09aacabdc4?cid=b8d3901151d34489a160e3cf0ab1fa94,We Found Love (Glee Cast Version),False,214960.0,42.0,0.733,0.799,6.0,-4.99,True,0.0646,0.0143,0.00137,0.163,0.67,127.988,4.0
4399,We Found LoveRihanna Featuring Calvin Harris,1,2011,Rihanna Featuring Calvin Harris,We Found Love,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",6qn9YLKt13AGvpq9jfO8py,,Talk That Talk,False,215226.0,76.0,0.7340000000000001,0.7659999999999999,1.0,-4.485,True,0.0383,0.025,0.0013800000000000002,0.10800000000000001,0.6,127.986,4.0
4400,We Got The BeatGlee Cast,83,2011,Glee Cast,We Got The Beat,"['glee club', 'hollywood', 'post-teen pop']",6R3mR5uiRohcMEKvWULFXB,https://p.scdn.co/mp3-preview/9310f76ca01255c36b166da54f02c5d5f7f25b3a?cid=b8d3901151d34489a160e3cf0ab1fa94,We Got The Beat (Glee Cast Version),False,152186.0,38.0,0.632,0.9670000000000001,8.0,-3.963,True,0.114,0.0154,0.0016,0.18,0.657,151.911,4.0
4401,We Know The WayOpetaia Foa'i & Lin-Manuel Miranda,93,2016,Opetaia Foa'i & Lin-Manuel Miranda,We Know The Way,[],6YH2r9NyEJTjlRmKOCvxgJ,,Moana (Original Motion Picture Soundtrack/Deluxe Edition),False,141413.0,67.0,0.696,0.5670000000000001,9.0,-8.907,True,0.0374,0.37200000000000005,0.0,0.11199999999999999,0.389,98.03399999999999,4.0
4402,We Might Be Dead By TomorrowSoko,9,2014,Soko,We Might Be Dead By Tomorrow,[],2yxpMD9Fopz8FZEDSHRYy8,https://p.scdn.co/mp3-preview/e42ed92dd51f3a146c345bc1571876464034f5a7?cid=b8d3901151d34489a160e3cf0ab1fa94,I Thought I Was An Alien,False,161413.0,52.0,0.386,0.151,7.0,-16.492,True,0.0388,0.966,0.000897,0.11900000000000001,0.0825,143.45600000000002,4.0
4403,We No Speak AmericanoYolanda Be Cool & Dcup,29,2010,Yolanda Be Cool & Dcup,We No Speak Americano,"['australian dance', 'australian house', 'bass house']",6Ljak2OKTpSJSWWRPgiqO4,https://p.scdn.co/mp3-preview/4be9e5e03054e593a8ed2ee010d7e6de9134fbea?cid=b8d3901151d34489a160e3cf0ab1fa94,We No Speak Americano (Yolanda Be Cool vs. DCUP) (Remixes Vol. 1),False,157440.0,48.0,0.902,0.805,6.0,-5.005,True,0.0464,0.0725,0.08199999999999999,0.0915,0.737,124.99600000000001,4.0
4404,We Own It (Fast & Furious)2 Chainz & Wiz Khalifa,16,2013,2 Chainz & Wiz Khalifa,We Own It (Fast & Furious),"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",00QyLmjxaSEE8qIZQjBXBj,,Fast & Furious 6,False,227893.0,61.0,0.5539999999999999,0.899,8.0,-4.573,True,0.408,0.0521,0.0,0.0568,0.552,171.96599999999998,4.0
4405,We Own The NightThe Wanted,94,2013,The Wanted,We Own The Night,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",34A8fwLutuMtIC0XLKdkqq,,Word Of Mouth,False,205400.0,50.0,0.5529999999999999,0.937,11.0,-4.056,True,0.12,0.0055899999999999995,0.0,0.363,0.5479999999999999,103.97,4.0
4406,We Owned The NightLady Antebellum,31,2011,Lady Antebellum,We Owned The Night,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",7nvmiDtfh9gwYFh9Kzn7sc,,Own The Night,False,197800.0,52.0,0.657,0.7140000000000001,1.0,-6.965,True,0.0273,0.281,0.000145,0.0838,0.488,99.991,4.0
4407,We R Who We RKe$ha,1,2010,Ke$ha,We R Who We R,[],1p4mnh4jOsO14XtD5zAjaB,https://p.scdn.co/mp3-preview/e755209ec9b97fda367562f19ff320bd1d41ab69?cid=b8d3901151d34489a160e3cf0ab1fa94,Ultimate Pop Hits 2010,False,199054.0,8.0,0.7440000000000001,0.474,8.0,-12.81,True,0.11199999999999999,0.214,0.0,0.231,0.745,119.999,4.0
4408,We Run The NightHavana Brown Featuring Pitbull,26,2012,Havana Brown Featuring Pitbull,We Run The Night,"['australian dance', 'australian pop', 'electropop']",0mtPNQl5vePVwiI9Vykp7L,,We Run The Night,True,228200.0,54.0,0.691,0.846,9.0,-4.322,False,0.174,0.0067599999999999995,0.0,0.289,0.7040000000000001,127.01100000000001,4.0
4410,We The People....A Tribe Called Quest,77,2016,A Tribe Called Quest,We The People....,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",3wUX7HpXS382s1DHTRouVk,https://p.scdn.co/mp3-preview/33d620e9e6fc1896f1c8bd6292b325f05030aad1?cid=b8d3901151d34489a160e3cf0ab1fa94,We got it from Here... Thank You 4 Your service,True,172013.0,58.0,0.71,0.805,1.0,-5.471,True,0.0637,0.00909,0.0,0.141,0.897,92.601,4.0
4411,We WentRandy Houser,60,2015,Randy Houser,We Went,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",7JnorPtXApoUw2AuJUGLY1,https://p.scdn.co/mp3-preview/be512d8490170816cd678707a8f39cec339c5e42?cid=b8d3901151d34489a160e3cf0ab1fa94,Fired Up,False,179360.0,58.0,0.6459999999999999,0.882,4.0,-3.77,False,0.0371,0.09699999999999999,0.0,0.311,0.544,101.99700000000001,4.0
4412,We WereKeith Urban,65,2019,Keith Urban,We Were,"['australian country', 'contemporary country', 'country', 'country road']",6JOeNbZ3X6dtXusG3hkHn8,,We Were,False,189104.0,73.0,0.44,0.8029999999999999,5.0,-6.162000000000001,True,0.0512,0.127,0.0,0.128,0.633,79.312,4.0
4414,We'll Be A DreamWE the Kings Featuring Demi Lovato,76,2010,WE the Kings Featuring Demi Lovato,We'll Be A Dream,"['emo', 'neo mellow', 'neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",5L441bJlqd4wSogIp1WFj0,https://p.scdn.co/mp3-preview/6862677373a6302c4704bdc19d44eba621d0fd29?cid=b8d3901151d34489a160e3cf0ab1fa94,Smile Kid,False,233066.0,54.0,0.434,0.7020000000000001,9.0,-4.681,True,0.0305,0.00346,0.0,0.23199999999999998,0.15,159.94,4.0
4415,We'll Be FineDrake Featuring Birdman,89,2011,Drake Featuring Birdman,We'll Be Fine,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",7udsBKuqnJ5csWTAkR0vEI,,Take Care (Deluxe),True,247946.0,59.0,0.386,0.488,1.0,-7.303,False,0.42200000000000004,0.0017100000000000001,0.0,0.64,0.217,193.39700000000002,4.0
4417,WeakAJR,73,2017,AJR,Weak,"['modern rock', 'pop rap']",5DZwnLxHjWTZaz9jOpRhxb,https://p.scdn.co/mp3-preview/887c1a2b75acb712cee7e9c88cfbab6bce56dc8e?cid=b8d3901151d34489a160e3cf0ab1fa94,The Click,False,201159.0,72.0,0.67,0.643,5.0,-4.553,True,0.0465,0.11800000000000001,0.0,0.192,0.703,123.979,4.0
4418,Weather The StormDJ Khaled Featuring Meek Mill & Lil Baby,91,2019,DJ Khaled Featuring Meek Mill & Lil Baby,Weather The Storm,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6xVhqLT40s5sVhepe9Mckc,https://p.scdn.co/mp3-preview/5e01b91ba120cf9396091d0933f74cc6747a1af3?cid=b8d3901151d34489a160e3cf0ab1fa94,Father Of Asahd,True,153337.0,62.0,0.515,0.802,2.0,-2.655,False,0.28300000000000003,0.18,0.0,0.24100000000000002,0.27899999999999997,76.069,4.0
4419,Welcome ChristmasGlee Cast,59,2010,Glee Cast,Welcome Christmas,"['glee club', 'hollywood', 'post-teen pop']",453OW4naq3cgZlk9oaHCu9,https://p.scdn.co/mp3-preview/802b81ffd968fcf2c3d70982d489194a49f96aca?cid=b8d3901151d34489a160e3cf0ab1fa94,Welcome Christmas (Glee Cast Version),False,133666.0,39.0,0.419,0.254,11.0,-9.302,True,0.0297,0.9109999999999999,0.0,0.275,0.0819,110.822,4.0
4420,"Welcome To My HoodDJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",79,2011,"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",Welcome To My Hood,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2NYYUTe0vuU5Tq4smECz71,,We The Best Forever,True,430733.0,55.0,0.583,0.804,7.0,-4.074,True,0.273,0.0227,0.0,0.228,0.46299999999999997,139.594,4.0
4421,Welcome To New YorkTaylor Swift,48,2014,Taylor Swift,Welcome To New York,"['pop', 'post-teen pop']",6qnM0XXPZOINWA778uNqQ9,,1989,False,212600.0,60.0,0.7929999999999999,0.634,7.0,-4.8069999999999995,True,0.0324,0.038,1.76e-06,0.304,0.615,117.023,4.0
4422,"Welcome To The PartyDiplo, French Montana & Lil Pump Featuring Zhavia Ward",78,2018,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",Welcome To The Party,"['bmore', 'edm', 'moombahton', 'ninja', 'pop', 'pop rap']",5mqzhMuUpvnMfwNz6iepmO,https://p.scdn.co/mp3-preview/e46953571b46d2846e0af5c7f65a218ce54aac3f?cid=b8d3901151d34489a160e3cf0ab1fa94,Welcome to the Party (with French Montana & Lil Pum,True,181720.0,74.0,0.618,0.845,2.0,0.175,True,0.132,0.114,0.0,0.415,0.486,171.921,4.0
4423,Wesley's TheoryKendrick Lamar Featuring George Clinton & Thundercat,91,2015,Kendrick Lamar Featuring George Clinton & Thundercat,Wesley's Theory,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",7Ks4VCY1wFebnOdJrM13t6,,To Pimp A Butterfly,True,287360.0,63.0,0.509,0.787,7.0,-6.754,True,0.265,0.359,2.7600000000000003e-05,0.26,0.507,114.449,4.0
4424,West CoastLana Del Rey,17,2014,Lana Del Rey,West Coast,"['art pop', 'pop']",5Y6nVaayzitvsD5F7nr3DV,,Ultraviolence (Deluxe),False,256760.0,68.0,0.527,0.591,6.0,-7.664,False,0.0396,0.19399999999999998,0.0194,0.0907,0.461,123.167,4.0
4425,Weston Road FlowsDrake,54,2016,Drake,Weston Road Flows,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4PA16FAl8LPmFmOhARawdV,,Views,True,253533.0,61.0,0.613,0.738,6.0,-6.926,True,0.311,0.0819,0.0,0.32,0.341,82.833,4.0
4426,Wet DreamzJ. Cole,61,2014,J. Cole,Wet Dreamz,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",6Ius4TC0L3cN74HT7ENE6e,https://p.scdn.co/mp3-preview/093fb9677db347b20e33d511c659e4072049680a?cid=b8d3901151d34489a160e3cf0ab1fa94,2014 Forest Hills Drive,True,239320.0,80.0,0.504,0.705,6.0,-8.205,False,0.364,0.0752,0.0,0.128,0.584,175.483,4.0
